bico_injetor_id;fornecedor;data_cotacao;uso_anual;qtde_min_pedido;desconto_qtde;quanitdade;custo
BI-00025;F-0066;2013-08-01;0;0;Sim;100;1.96135163557252
BI-00025;F-0066;2013-08-01;0;0;Sim;250;1.87788986384603
BI-00027;F-0062;1993-09-24;30;1;Não;1;2.73754611262888
BI-00028;F-0062;2011-06-24;3;0;Sim;5;16.7090466996433
BI-00028;F-0062;2011-06-24;3;0;Sim;10;10.1517335009988
BI-00031;F-0014;2002-07-29;2;0;Sim;2;25.0190571045442
BI-00031;F-0014;2002-07-29;2;0;Sim;4;14.5863356387329
BI-00031;F-0014;2002-07-29;2;0;Sim;6;11.1087618167958
BI-00031;F-0014;2002-07-29;2;0;Sim;8;9.3699749058273
BI-00031;F-0014;2002-07-29;2;0;Sim;10;8.32670275924617
BI-00031;F-0014;2002-07-29;2;0;Sim;12;7.63118799485875
BI-00034;F-0062;2014-08-07;50;0;Sim;1;94.0252499680063
BI-00034;F-0062;1993-02-02;280;1;Sim;1;4.82965452390623
BI-00034;F-0062;2014-08-07;50;0;Sim;6;22.6626530827996
BI-00034;F-0062;2014-08-07;50;0;Sim;10;16.9538678967077
BI-00034;F-0062;2014-08-07;50;0;Sim;20;11.676301864536
BI-00034;F-0062;2014-08-07;50;0;Sim;50;8.96935840154015
BI-00037;F-0062;1994-09-01;600;1;Não;1;1.56351719034292
BI-00046;F-0026;2010-11-19;15;1;Não;1;228.148317132476
BI-00047;F-0072;2006-04-12;10;1;Não;1;7.83427830605988
BI-00048;F-0026;2009-09-01;180;20;Não;1;2.94063642383
BI-00052;F-0066;2013-10-01;0;0;Sim;1;29.5593774864653
BI-00052;F-0066;2013-10-01;0;0;Sim;2;17.699459724131
BI-00052;F-0066;2013-10-01;0;0;Sim;5;10.582952654919
BI-00052;F-0066;2013-10-01;0;0;Sim;10;8.20985627882909
BI-00052;F-0066;2013-10-01;0;0;Sim;25;6.7882241004212
BI-00052;F-0066;2013-10-01;0;0;Sim;50;6.3792614189614
BI-00052;F-0066;2013-10-01;0;0;Sim;100;6.19286346210557
BI-00052;F-0066;2013-10-01;0;0;Sim;250;6.08158109980359
BI-00054;F-0064;2005-06-21;5;0;Sim;2;38.7874673803575
BI-00054;F-0064;2005-06-21;5;0;Sim;3;27.9596935283742
BI-00054;F-0064;2005-06-21;5;0;Sim;4;22.5931016063609
BI-00054;F-0064;2005-06-21;5;0;Sim;6;16.575507864881
BI-00056;F-0066;2013-09-01;0;0;Sim;1;28.646862115589
BI-00056;F-0066;2013-09-01;0;0;Sim;2;16.7869443532547
BI-00056;F-0066;2013-09-01;0;0;Sim;5;9.67043728404266
BI-00056;F-0066;2013-09-01;0;0;Sim;10;7.30012296701034
BI-00056;F-0066;2013-09-01;0;0;Sim;25;5.87570872954491
BI-00056;F-0066;2013-09-01;0;0;Sim;50;5.46952810714266
BI-00056;F-0066;2013-09-01;0;0;Sim;100;5.28034809122928
BI-00056;F-0066;2013-09-01;0;0;Sim;250;5.16906572892729
BI-00058;F-0072;2014-07-29;2;0;Sim;2;11.9155589434853
BI-00058;F-0072;2014-07-29;2;0;Sim;4;8.64663955086438
BI-00058;F-0072;2014-07-29;2;0;Sim;6;7.22778943151405
BI-00058;F-0072;2014-07-29;2;0;Sim;8;6.45159495445769
BI-00061;F-0066;2013-06-01;0;0;Sim;1;21.3217006170607
BI-00061;F-0066;2013-06-01;0;0;Sim;2;11.7569815772049
BI-00061;F-0066;2013-06-01;0;0;Sim;5;6.02037580053749
BI-00061;F-0066;2013-06-01;0;0;Sim;10;4.10631916894332
BI-00061;F-0066;2013-06-01;0;0;Sim;25;2.9573287781753
BI-00061;F-0066;2013-06-01;0;0;Sim;50;2.64295610467219
BI-00061;F-0066;2013-06-01;0;0;Sim;100;2.50107109273716
BI-00061;F-0066;2013-06-01;0;0;Sim;250;2.41760932101067
BI-00062;F-0041;2014-06-03;200;60;Não;60;2.37587843514742
BI-00063;F-0041;2014-06-03;200;40;Não;40;1.54960689505517
BI-00064;F-0041;2014-06-03;300;60;Não;60;2.18391636017649
BI-00066;F-0062;1999-04-06;8821;1;Não;1;1.26305481212755
BI-00068;F-0026;2002-08-19;701;1;Sim;1;4.78792363804299
BI-00073;F-0026;2000-07-05;115;1;Não;1;10.7470941393144
BI-00076;F-0066;2013-08-11;0;0;Sim;1;22.5068577755769
BI-00076;F-0066;2013-08-11;0;0;Sim;2;12.9421387357211
BI-00076;F-0066;2013-08-11;0;0;Sim;5;7.2027508999961
BI-00076;F-0066;2013-08-11;0;0;Sim;10;5.29147632745948
BI-00076;F-0066;2013-08-11;0;0;Sim;25;4.14248593669146
BI-00076;F-0066;2013-08-11;0;0;Sim;50;3.8253312041308
BI-00076;F-0066;2013-08-11;0;0;Sim;100;3.68622825125332
BI-00076;F-0066;2013-08-11;0;0;Sim;250;3.59998442046928
BI-00077;F-0066;2012-04-05;5;0;Sim;3;35.3043294403054
BI-00077;F-0066;2012-04-05;5;0;Sim;6;23.1578595950435
BI-00077;F-0066;2012-04-05;5;0;Sim;9;18.792808933748
BI-00077;F-0066;2012-04-05;5;0;Sim;12;16.2472248960901
BI-00078;F-0066;2013-06-01;0;0;Sim;1;21.6054706409308
BI-00078;F-0066;2013-06-01;0;0;Sim;2;12.040751601075
BI-00078;F-0066;2013-06-01;0;0;Sim;5;6.30136376535001
BI-00078;F-0066;2013-06-01;0;0;Sim;10;4.38730713375583
BI-00078;F-0066;2013-06-01;0;0;Sim;25;3.24109880204537
BI-00078;F-0066;2013-06-01;0;0;Sim;50;2.92394406948471
BI-00078;F-0066;2013-06-01;0;0;Sim;100;2.78205905754967
BI-00078;F-0066;2013-06-01;0;0;Sim;250;2.69859728582318
BI-00080;F-0066;2013-08-11;0;0;Sim;1;21.5387012235496
BI-00080;F-0066;2013-08-11;0;0;Sim;2;11.9739821836938
BI-00080;F-0066;2013-08-11;0;0;Sim;5;6.23459434796882
BI-00080;F-0066;2013-08-11;0;0;Sim;10;4.32053771637464
BI-00080;F-0066;2013-08-11;0;0;Sim;25;3.17432938466418
BI-00080;F-0066;2013-08-11;0;0;Sim;50;2.85717465210351
BI-00080;F-0066;2013-08-11;0;0;Sim;100;2.71807169922603
BI-00080;F-0066;2013-08-11;0;0;Sim;250;2.63182786844199
BI-00082;F-0066;2013-08-11;0;0;Sim;1;21.4914062195712
BI-00082;F-0066;2013-08-11;0;0;Sim;2;11.9266871797154
BI-00082;F-0066;2013-08-11;0;0;Sim;5;6.18729934399047
BI-00082;F-0066;2013-08-11;0;0;Sim;10;4.2732427123963
BI-00082;F-0066;2013-08-11;0;0;Sim;25;3.12703438068583
BI-00082;F-0066;2013-08-11;0;0;Sim;50;2.80987964812517
BI-00082;F-0066;2013-08-11;0;0;Sim;100;2.66799463619014
BI-00082;F-0066;2013-08-11;0;0;Sim;250;2.58453286446365
BI-00083;F-0066;2013-06-01;0;0;Sim;1;21.4914062195712
BI-00083;F-0066;2013-06-01;0;0;Sim;2;11.9266871797154
BI-00083;F-0066;2013-06-01;0;0;Sim;5;6.18729934399047
BI-00083;F-0066;2013-06-01;0;0;Sim;10;4.2732427123963
BI-00083;F-0066;2013-06-01;0;0;Sim;25;3.12703438068583
BI-00083;F-0066;2013-06-01;0;0;Sim;50;2.80987964812517
BI-00083;F-0066;2013-06-01;0;0;Sim;100;2.66799463619014
BI-00083;F-0066;2013-06-01;0;0;Sim;250;2.58453286446365
BI-00084;F-0066;2013-08-11;0;0;Sim;1;21.5971244637581
BI-00084;F-0066;2013-08-11;0;0;Sim;2;12.0324054239023
BI-00084;F-0066;2013-08-11;0;0;Sim;5;6.29301758817736
BI-00084;F-0066;2013-08-11;0;0;Sim;10;4.37896095658319
BI-00084;F-0066;2013-08-11;0;0;Sim;25;3.23275262487272
BI-00084;F-0066;2013-08-11;0;0;Sim;50;2.91559789231206
BI-00084;F-0066;2013-08-11;0;0;Sim;100;2.77371288037702
BI-00084;F-0066;2013-08-11;0;0;Sim;250;2.69025110865053
BI-00085;F-0066;2013-06-01;0;0;Sim;1;21.5637397550675
BI-00085;F-0066;2013-06-01;0;0;Sim;2;11.9990207152117
BI-00085;F-0066;2013-06-01;0;0;Sim;5;6.25963287948677
BI-00085;F-0066;2013-06-01;0;0;Sim;10;4.34557624789259
BI-00085;F-0066;2013-06-01;0;0;Sim;25;3.19936791618212
BI-00085;F-0066;2013-06-01;0;0;Sim;50;2.88221318362146
BI-00085;F-0066;2013-06-01;0;0;Sim;100;2.74311023074398
BI-00085;F-0066;2013-06-01;0;0;Sim;250;2.65686639995994
BI-00086;F-0066;2013-08-11;0;0;Sim;1;21.1909438413559
BI-00086;F-0066;2013-08-11;0;0;Sim;2;11.6262248015001
BI-00086;F-0066;2013-08-11;0;0;Sim;5;5.88683696577511
BI-00086;F-0066;2013-08-11;0;0;Sim;10;3.97556239323848
BI-00086;F-0066;2013-08-11;0;0;Sim;25;2.82657200247047
BI-00086;F-0066;2013-08-11;0;0;Sim;50;2.51219932896735
BI-00086;F-0066;2013-08-11;0;0;Sim;100;2.37031431703232
BI-00086;F-0066;2013-08-11;0;0;Sim;250;2.28685254530583
BI-00087;F-0066;2013-06-01;0;0;Sim;1;21.2159823728738
BI-00087;F-0066;2013-06-01;0;0;Sim;2;11.651263333018
BI-00087;F-0066;2013-06-01;0;0;Sim;5;5.91187549729306
BI-00087;F-0066;2013-06-01;0;0;Sim;10;4.00060092475643
BI-00087;F-0066;2013-06-01;0;0;Sim;25;2.85161053398842
BI-00087;F-0066;2013-06-01;0;0;Sim;50;2.5372378604853
BI-00087;F-0066;2013-06-01;0;0;Sim;100;2.39535284855027
BI-00087;F-0066;2013-06-01;0;0;Sim;250;2.30910901776623
BI-00088;F-0013;2011-05-01;8;8;Não;8;7.56163651842001
BI-00091;F-0066;2013-06-01;0;0;Sim;1;21.5387012235496
BI-00091;F-0066;2013-06-01;0;0;Sim;2;11.9739821836938
BI-00091;F-0066;2013-06-01;0;0;Sim;5;6.23459434796882
BI-00091;F-0066;2013-06-01;0;0;Sim;10;4.32053771637464
BI-00091;F-0066;2013-06-01;0;0;Sim;25;3.17432938466418
BI-00091;F-0066;2013-06-01;0;0;Sim;50;2.85717465210351
BI-00091;F-0066;2013-06-01;0;0;Sim;100;2.71807169922603
BI-00091;F-0066;2013-06-01;0;0;Sim;250;2.63182786844199
BI-00092;F-0066;2013-06-01;0;0;Sim;1;21.5720859322402
BI-00092;F-0066;2013-06-01;0;0;Sim;2;12.0073668923844
BI-00092;F-0066;2013-06-01;0;0;Sim;5;6.26797905665941
BI-00092;F-0066;2013-06-01;0;0;Sim;10;4.35392242506524
BI-00092;F-0066;2013-06-01;0;0;Sim;25;3.20771409335477
BI-00092;F-0066;2013-06-01;0;0;Sim;50;2.89055936079411
BI-00092;F-0066;2013-06-01;0;0;Sim;100;2.75145640791663
BI-00092;F-0066;2013-06-01;0;0;Sim;250;2.66521257713259
BI-00093;F-0066;2013-06-01;0;0;Sim;1;21.5971244637581
BI-00093;F-0066;2013-06-01;0;0;Sim;2;12.0324054239023
BI-00093;F-0066;2013-06-01;0;0;Sim;5;6.29301758817736
BI-00093;F-0066;2013-06-01;0;0;Sim;10;4.37896095658319
BI-00093;F-0066;2013-06-01;0;0;Sim;25;3.23275262487272
BI-00093;F-0066;2013-06-01;0;0;Sim;50;2.91559789231206
BI-00093;F-0066;2013-06-01;0;0;Sim;100;2.77371288037702
BI-00093;F-0066;2013-06-01;0;0;Sim;250;2.69025110865053
BI-00096;F-0066;2013-06-01;0;0;Sim;1;21.3801238572692
BI-00096;F-0066;2013-06-01;0;0;Sim;2;11.8154048174135
BI-00096;F-0066;2013-06-01;0;0;Sim;5;6.07879904074604
BI-00096;F-0066;2013-06-01;0;0;Sim;10;4.16474240915186
BI-00096;F-0066;2013-06-01;0;0;Sim;25;3.0185340774414
BI-00096;F-0066;2013-06-01;0;0;Sim;50;2.70137934488073
BI-00096;F-0066;2013-06-01;0;0;Sim;100;2.5594943329457
BI-00096;F-0066;2013-06-01;0;0;Sim;250;2.47603256121921
BI-00099;F-0066;2013-10-01;0;0;Sim;1;27.3420764175982
BI-00099;F-0066;2013-10-01;0;0;Sim;2;17.1513940897937
BI-00099;F-0066;2013-10-01;0;0;Sim;5;11.0364282812996
BI-00099;F-0066;2013-10-01;0;0;Sim;10;8.99996105117319
BI-00099;F-0066;2013-10-01;0;0;Sim;25;7.77585506585134
BI-00099;F-0066;2013-10-01;0;0;Sim;50;7.43644386083028
BI-00099;F-0066;2013-10-01;0;0;Sim;100;7.2806485536075
BI-00099;F-0066;2013-10-01;0;0;Sim;250;7.18884060470836
BI-00101;F-0014;2005-05-01;5;1;Não;1;7.09425059675167
BI-00104;F-0041;2013-02-07;1;0;Sim;1;29.487043950969
BI-00104;F-0041;2013-02-07;1;0;Sim;6;7.93165037307412
BI-00104;F-0041;2013-02-07;1;0;Sim;20;3.95330592077809
BI-00105;F-0066;2012-01-26;2;0;Sim;2;107.83817318874
BI-00105;F-0066;2012-01-26;2;0;Sim;4;61.9648013888039
BI-00105;F-0066;2012-01-26;2;0;Sim;6;46.427001552389
BI-00105;F-0066;2012-01-26;2;0;Sim;8;38.840326502451
BI-00105;F-0066;2012-01-26;2;0;Sim;10;34.2888778842997
BI-00107;F-0072;2012-07-11;5;0;Sim;2;23.5584760993306
BI-00107;F-0072;2012-07-11;5;0;Sim;4;20.6150576164431
BI-00107;F-0072;2012-07-11;5;0;Sim;6;18.8456680558415
BI-00107;F-0072;2012-07-11;5;0;Sim;8;17.668857074498
BI-00108;F-0066;2013-10-01;0;0;Sim;1;31.2369590981677
BI-00108;F-0066;2013-10-01;0;0;Sim;2;21.0462767703633
BI-00108;F-0066;2013-10-01;0;0;Sim;5;14.9340930209266
BI-00108;F-0066;2013-10-01;0;0;Sim;10;12.8948437317427
BI-00108;F-0066;2013-10-01;0;0;Sim;25;11.6735198054784
BI-00108;F-0066;2013-10-01;0;0;Sim;50;11.3313265413998
BI-00108;F-0066;2013-10-01;0;0;Sim;100;11.1783132932346
BI-00108;F-0066;2013-10-01;0;0;Sim;250;11.0865053443354
BI-00114;F-0072;2002-08-26;791;10;Sim;1;1.30756775704835
BI-00114;F-0072;2014-06-10;150;1;Sim;1;5.63923370965319
BI-00117;F-0041;2013-02-07;1;0;Sim;1;24.9912365139687
BI-00117;F-0041;2013-02-07;1;0;Sim;6;5.26921985499908
BI-00117;F-0041;2013-02-07;1;0;Sim;20;1.62750454866656
BI-00119;F-0066;2013-07-01;0;0;Sim;1;21.6555477039667
BI-00119;F-0066;2013-07-01;0;0;Sim;2;12.0908286641109
BI-00119;F-0066;2013-07-01;0;0;Sim;5;6.3514408283859
BI-00119;F-0066;2013-07-01;0;0;Sim;10;4.44016625584928
BI-00119;F-0066;2013-07-01;0;0;Sim;25;3.29117586508126
BI-00119;F-0066;2013-07-01;0;0;Sim;50;2.97680319157815
BI-00119;F-0066;2013-07-01;0;0;Sim;100;2.83491817964312
BI-00119;F-0066;2013-07-01;0;0;Sim;250;2.74867434885908
BI-00120;F-0066;2013-07-01;0;0;Sim;1;21.4663676880533
BI-00120;F-0066;2013-07-01;0;0;Sim;2;11.9016486481975
BI-00120;F-0066;2013-07-01;0;0;Sim;5;6.16504287153008
BI-00120;F-0066;2013-07-01;0;0;Sim;10;4.2509862399359
BI-00120;F-0066;2013-07-01;0;0;Sim;25;3.10199584916789
BI-00120;F-0066;2013-07-01;0;0;Sim;50;2.78762317566477
BI-00120;F-0066;2013-07-01;0;0;Sim;100;2.64573816372974
BI-00120;F-0066;2013-07-01;0;0;Sim;250;2.56227639200325
BI-00121;F-0066;2013-07-01;0;0;Sim;1;21.4663676880533
BI-00121;F-0066;2013-07-01;0;0;Sim;2;11.9016486481975
BI-00121;F-0066;2013-07-01;0;0;Sim;5;6.16504287153008
BI-00121;F-0066;2013-07-01;0;0;Sim;10;4.2509862399359
BI-00121;F-0066;2013-07-01;0;0;Sim;25;3.10199584916789
BI-00121;F-0066;2013-07-01;0;0;Sim;50;2.78762317566477
BI-00121;F-0066;2013-07-01;0;0;Sim;100;2.64573816372974
BI-00121;F-0066;2013-07-01;0;0;Sim;250;2.56227639200325
BI-00123;F-0066;2013-09-01;0;0;Sim;1;28.5244515170568
BI-00123;F-0066;2013-09-01;0;0;Sim;2;16.6645337547225
BI-00123;F-0066;2013-09-01;0;0;Sim;5;9.54802668551048
BI-00123;F-0066;2013-09-01;0;0;Sim;10;7.17771236847816
BI-00123;F-0066;2013-09-01;0;0;Sim;25;5.75329813101272
BI-00123;F-0066;2013-09-01;0;0;Sim;50;5.34433544955292
BI-00123;F-0066;2013-09-01;0;0;Sim;100;5.15793749269709
BI-00123;F-0066;2013-09-01;0;0;Sim;250;5.04665513039511
BI-00125;F-0066;2013-10-01;0;0;Sim;1;28.5717465210351
BI-00125;F-0066;2013-10-01;0;0;Sim;2;16.7118287587009
BI-00125;F-0066;2013-10-01;0;0;Sim;5;9.59532168948882
BI-00125;F-0066;2013-10-01;0;0;Sim;10;7.22222531339895
BI-00125;F-0066;2013-10-01;0;0;Sim;25;5.80059313499107
BI-00125;F-0066;2013-10-01;0;0;Sim;50;5.39163045353127
BI-00125;F-0066;2013-10-01;0;0;Sim;100;5.20523249667544
BI-00125;F-0066;2013-10-01;0;0;Sim;250;5.09395013437345
BI-00128;F-0064;2012-02-06;1;0;Sim;5;25.3362118371049
BI-00128;F-0064;2012-02-06;1;0;Sim;10;15.7937492697095
BI-00128;F-0064;2012-02-06;1;0;Sim;15;12.6138557669302
BI-00128;F-0064;2012-02-06;1;0;Sim;20;11.0225179860118
BI-00130;F-0054;2001-04-10;0;0;Sim;1;14.1551164848127
BI-00130;F-0054;2001-04-10;0;0;Sim;2;9.16688459462618
BI-00130;F-0054;2001-04-10;0;0;Sim;3;7.45870033329067
BI-00130;F-0054;2001-04-10;0;0;Sim;5;6.14556845812723
BI-00130;F-0054;2001-04-10;0;0;Sim;10;5.1301169021216
BI-00130;F-0054;2001-04-10;0;0;Sim;20;4.62656421270511
BI-00132;F-0066;2013-10-01;0;0;Sim;1;28.2351173750716
BI-00132;F-0066;2013-10-01;0;0;Sim;2;16.3751996127374
BI-00132;F-0066;2013-10-01;0;0;Sim;5;9.25869254352531
BI-00132;F-0066;2013-10-01;0;0;Sim;10;6.88837822649299
BI-00132;F-0066;2013-10-01;0;0;Sim;25;5.46396398902756
BI-00132;F-0066;2013-10-01;0;0;Sim;50;5.05778336662531
BI-00132;F-0066;2013-10-01;0;0;Sim;100;4.86860335071193
BI-00132;F-0066;2013-10-01;0;0;Sim;250;4.75732098840994
BI-00140;F-0066;2011-05-12;100;1;Sim;1;3.47479176287954
BI-00140;F-0066;2011-08-01;3223;1;Sim;1;1.64697896206941
BI-00140;F-0087;2009-07-10;1384;10;Sim;1;2.35640402174457
BI-00141;F-0064;2011-11-12;18;0;Sim;10;22.2147415745341
BI-00141;F-0064;2011-11-12;18;0;Sim;15;18.008268279519
BI-00141;F-0064;2011-11-12;18;0;Sim;20;15.9050316320115
BI-00141;F-0064;2011-11-12;18;0;Sim;25;14.6419768198839
BI-00141;F-0064;2011-11-12;18;0;Sim;30;13.8017949845039
BI-00144;F-0066;2009-03-03;4;0;Sim;1;259.85544421137
BI-00144;F-0066;2009-03-03;4;0;Sim;2;141.612370147393
BI-00144;F-0066;2009-03-03;4;0;Sim;3;102.198939479087
BI-00145;F-0066;2013-06-01;0;0;Sim;1;21.9921768499302
BI-00145;F-0066;2013-06-01;0;0;Sim;2;12.4274578100744
BI-00145;F-0066;2013-06-01;0;0;Sim;5;6.68806997434941
BI-00145;F-0066;2013-06-01;0;0;Sim;10;4.77679540181279
BI-00145;F-0066;2013-06-01;0;0;Sim;25;3.62780501104477
BI-00145;F-0066;2013-06-01;0;0;Sim;50;3.31343233754166
BI-00145;F-0066;2013-06-01;0;0;Sim;100;3.17154732560663
BI-00145;F-0066;2013-06-01;0;0;Sim;250;3.08530349482259
BI-00147;F-0066;2013-06-01;0;0;Sim;1;22.067292444484
BI-00147;F-0066;2013-06-01;0;0;Sim;2;12.5025734046282
BI-00147;F-0066;2013-06-01;0;0;Sim;5;6.76318556890326
BI-00147;F-0066;2013-06-01;0;0;Sim;10;4.84912893730908
BI-00147;F-0066;2013-06-01;0;0;Sim;25;3.70292060559862
BI-00147;F-0066;2013-06-01;0;0;Sim;50;3.38576587303795
BI-00147;F-0066;2013-06-01;0;0;Sim;100;3.24666292016047
BI-00147;F-0066;2013-06-01;0;0;Sim;250;3.16041908937643
BI-00148;F-0066;2013-08-11;0;0;Sim;1;21.8280353655347
BI-00148;F-0066;2013-08-11;0;0;Sim;2;12.263316325679
BI-00148;F-0066;2013-08-11;0;0;Sim;5;6.52392848995398
BI-00148;F-0066;2013-08-11;0;0;Sim;10;4.61265391741736
BI-00148;F-0066;2013-08-11;0;0;Sim;25;3.46366352664934
BI-00148;F-0066;2013-08-11;0;0;Sim;50;3.14929085314623
BI-00148;F-0066;2013-08-11;0;0;Sim;100;3.0074058412112
BI-00148;F-0066;2013-08-11;0;0;Sim;250;2.92394406948471
BI-00149;F-0066;2013-08-11;0;0;Sim;1;21.7612659481535
BI-00149;F-0066;2013-08-11;0;0;Sim;2;12.1965469082978
BI-00149;F-0066;2013-08-11;0;0;Sim;5;6.45715907257279
BI-00149;F-0066;2013-08-11;0;0;Sim;10;4.54588450003617
BI-00149;F-0066;2013-08-11;0;0;Sim;25;3.39689410926815
BI-00149;F-0066;2013-08-11;0;0;Sim;50;3.08252143576504
BI-00149;F-0066;2013-08-11;0;0;Sim;100;2.94063642383
BI-00149;F-0066;2013-08-11;0;0;Sim;250;2.85717465210351
BI-00150;F-0066;2013-08-11;0;0;Sim;1;21.8280353655347
BI-00150;F-0066;2013-08-11;0;0;Sim;2;12.263316325679
BI-00150;F-0066;2013-08-11;0;0;Sim;5;6.52392848995398
BI-00150;F-0066;2013-08-11;0;0;Sim;10;4.61265391741736
BI-00150;F-0066;2013-08-11;0;0;Sim;25;3.46366352664934
BI-00150;F-0066;2013-08-11;0;0;Sim;50;3.14929085314623
BI-00150;F-0066;2013-08-11;0;0;Sim;100;3.0074058412112
BI-00150;F-0066;2013-08-11;0;0;Sim;250;2.92394406948471
BI-00153;F-0066;2013-07-01;0;0;Sim;1;21.4747138652259
BI-00153;F-0066;2013-07-01;0;0;Sim;2;11.9099948253702
BI-00153;F-0066;2013-07-01;0;0;Sim;5;6.17338904870273
BI-00153;F-0066;2013-07-01;0;0;Sim;10;4.25933241710855
BI-00153;F-0066;2013-07-01;0;0;Sim;25;3.11034202634053
BI-00153;F-0066;2013-07-01;0;0;Sim;50;2.79596935283742
BI-00153;F-0066;2013-07-01;0;0;Sim;100;2.65408434090239
BI-00153;F-0066;2013-07-01;0;0;Sim;250;2.5706225691759
BI-00154;F-0066;1995-07-31;0;0;Sim;5;18.4645259649572
BI-00154;F-0066;1995-07-31;0;0;Sim;10;12.9004078498578
BI-00154;F-0066;1995-07-31;0;0;Sim;15;11.0475565175298
BI-00154;F-0066;1995-07-31;0;0;Sim;20;10.1183487923082
BI-00156;F-0072;2013-09-26;1;0;Sim;1;12.2521880894488
BI-00156;F-0072;2013-09-26;1;0;Sim;2;8.5464854247926
BI-00156;F-0072;2013-09-26;1;0;Sim;3;7.59780328616816
BI-00156;F-0072;2013-09-26;1;0;Sim;4;6.40986406859445
BI-00156;F-0072;2013-09-26;1;0;Sim;5;5.69765694986173
BI-00157;F-0066;2013-12-02;1;0;Sim;1;25.7006615736439
